Reaction,Substrate,Catalyst,Base,Solvent,Yield
810,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,NaOtBu,2-Me-THF,0
811,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,Cs2CO3,DMSO,0
812,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,Cs2CO3,"1,4-Dioxane",0
813,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,Cs2CO3,t-AmOH,0
814,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,Cs2CO3,DMA,0
815,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,Cs2CO3,Toluene,0
816,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,Cs2CO3,2-Me-THF,0
817,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,BTMG,DMSO,0
818,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,BTMG,"1,4-Dioxane",0
819,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,BTMG,t-AmOH,0
820,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,BTMG,DMA,0
821,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,BTMG,Toluene,0
822,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,BTMG,2-Me-THF,0
823,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,K3PO4,DMSO,0
824,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,K3PO4,"1,4-Dioxane",0
825,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,K3PO4,t-AmOH,0
826,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,K3PO4,DMA,0
827,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,K3PO4,Toluene,0
828,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,K3PO4,2-Me-THF,0
829,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,P2Et,DMSO,0
830,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,P2Et,"1,4-Dioxane",1.234765481
831,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,P2Et,t-AmOH,3.895165233
832,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,P2Et,DMA,1.75891
833,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,P2Et,Toluene,2.883591825
834,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,P2Et,2-Me-THF,0.152905995
835,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,LiOTMS,DMSO,0
836,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,LiOTMS,"1,4-Dioxane",0
837,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,LiOTMS,t-AmOH,0
838,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,LiOTMS,DMA,0
839,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,LiOTMS,Toluene,0
840,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,LiOTMS,2-Me-THF,0
841,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,NaOtBu,DMSO,0
842,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,NaOtBu,"1,4-Dioxane",1.905448159
843,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,NaOtBu,t-AmOH,4.565847911
844,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,NaOtBu,DMA,2.429592678
845,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,NaOtBu,Toluene,3.554274503
846,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,NaOtBu,2-Me-THF,0.823588673
847,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,Cs2CO3,DMSO,0
848,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,Cs2CO3,"1,4-Dioxane",2.045108451
849,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,Cs2CO3,t-AmOH,4.705508204
850,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,Cs2CO3,DMA,2.56925297
851,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,Cs2CO3,Toluene,3.693934796
852,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,Cs2CO3,2-Me-THF,0.963248965
853,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,BTMG,DMSO,0
854,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,BTMG,"1,4-Dioxane",0
855,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,BTMG,t-AmOH,0
856,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,BTMG,DMA,0
857,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,BTMG,Toluene,0
858,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,BTMG,2-Me-THF,0
859,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,K3PO4,DMSO,0
860,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,K3PO4,"1,4-Dioxane",0
861,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,K3PO4,t-AmOH,0.069049557
862,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,K3PO4,DMA,0
863,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,K3PO4,Toluene,0
864,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,adbrettphos-pd-g3-triflate,K3PO4,2-Me-THF,0
865,Cc1cccc(Cl)n1,cphos-pd-g4,P2Et,DMSO,15.70998692
866,Cc1cccc(Cl)n1,cphos-pd-g4,P2Et,"1,4-Dioxane",18.48564343
867,Cc1cccc(Cl)n1,cphos-pd-g4,P2Et,t-AmOH,21.14604318
868,Cc1cccc(Cl)n1,cphos-pd-g4,P2Et,DMA,19.00978795
869,Cc1cccc(Cl)n1,cphos-pd-g4,P2Et,Toluene,20.13446977
870,Cc1cccc(Cl)n1,cphos-pd-g4,P2Et,2-Me-THF,17.40378394
871,Cc1cccc(Cl)n1,cphos-pd-g4,LiOTMS,DMSO,10.23437462
872,Cc1cccc(Cl)n1,cphos-pd-g4,LiOTMS,"1,4-Dioxane",13.01003113
873,Cc1cccc(Cl)n1,cphos-pd-g4,LiOTMS,t-AmOH,15.67043089
874,Cc1cccc(Cl)n1,cphos-pd-g4,LiOTMS,DMA,13.53417565
875,Cc1cccc(Cl)n1,cphos-pd-g4,LiOTMS,Toluene,14.65885748
876,Cc1cccc(Cl)n1,cphos-pd-g4,LiOTMS,2-Me-THF,11.92817165
877,Cc1cccc(Cl)n1,cphos-pd-g4,NaOtBu,DMSO,16.3806696
878,Cc1cccc(Cl)n1,cphos-pd-g4,NaOtBu,"1,4-Dioxane",19.15632611
879,Cc1cccc(Cl)n1,cphos-pd-g4,NaOtBu,t-AmOH,21.81672586
880,Cc1cccc(Cl)n1,cphos-pd-g4,NaOtBu,DMA,19.68047063
881,Cc1cccc(Cl)n1,cphos-pd-g4,NaOtBu,Toluene,20.80515245
882,Cc1cccc(Cl)n1,cphos-pd-g4,NaOtBu,2-Me-THF,18.07446662
883,Cc1cccc(Cl)n1,cphos-pd-g4,Cs2CO3,DMSO,16.52032989
884,Cc1cccc(Cl)n1,cphos-pd-g4,Cs2CO3,"1,4-Dioxane",19.2959864
885,Cc1cccc(Cl)n1,cphos-pd-g4,Cs2CO3,t-AmOH,21.95638615
886,Cc1cccc(Cl)n1,cphos-pd-g4,Cs2CO3,DMA,19.82013092
887,Cc1cccc(Cl)n1,cphos-pd-g4,Cs2CO3,Toluene,20.94481274
888,Cc1cccc(Cl)n1,cphos-pd-g4,Cs2CO3,2-Me-THF,18.21412691
889,Cc1cccc(Cl)n1,cphos-pd-g4,BTMG,DMSO,11.59028537
890,Cc1cccc(Cl)n1,cphos-pd-g4,BTMG,"1,4-Dioxane",14.36594188
891,Cc1cccc(Cl)n1,cphos-pd-g4,BTMG,t-AmOH,17.02634163
892,Cc1cccc(Cl)n1,cphos-pd-g4,BTMG,DMA,14.8900864
893,Cc1cccc(Cl)n1,cphos-pd-g4,BTMG,Toluene,16.01476822
894,Cc1cccc(Cl)n1,cphos-pd-g4,BTMG,2-Me-THF,13.28408239
895,Cc1cccc(Cl)n1,cphos-pd-g4,K3PO4,DMSO,11.88387124
896,Cc1cccc(Cl)n1,cphos-pd-g4,K3PO4,"1,4-Dioxane",14.65952775
897,Cc1cccc(Cl)n1,cphos-pd-g4,K3PO4,t-AmOH,17.31992751
898,Cc1cccc(Cl)n1,cphos-pd-g4,K3PO4,DMA,15.18367227
899,Cc1cccc(Cl)n1,cphos-pd-g4,K3PO4,Toluene,16.3083541
900,Cc1cccc(Cl)n1,cphos-pd-g4,K3PO4,2-Me-THF,13.57766827
901,Cc1cccc(Cl)n1,ruphos-pd-g4,P2Et,DMSO,59.3
902,Cc1cccc(Cl)n1,ruphos-pd-g4,P2Et,"1,4-Dioxane",9.4
903,Cc1cccc(Cl)n1,ruphos-pd-g4,P2Et,t-AmOH,59
904,Cc1cccc(Cl)n1,ruphos-pd-g4,P2Et,DMA,26.9
905,Cc1cccc(Cl)n1,ruphos-pd-g4,P2Et,Toluene,28.21793793
906,Cc1cccc(Cl)n1,ruphos-pd-g4,P2Et,2-Me-THF,25.4872521
907,Cc1cccc(Cl)n1,ruphos-pd-g4,LiOTMS,DMSO,18.31784278
908,Cc1cccc(Cl)n1,ruphos-pd-g4,LiOTMS,"1,4-Dioxane",21.09349929
909,Cc1cccc(Cl)n1,ruphos-pd-g4,LiOTMS,t-AmOH,23.75389904
910,Cc1cccc(Cl)n1,ruphos-pd-g4,LiOTMS,DMA,21.61764381
911,Cc1cccc(Cl)n1,ruphos-pd-g4,LiOTMS,Toluene,22.74232563
912,Cc1cccc(Cl)n1,ruphos-pd-g4,LiOTMS,2-Me-THF,20.0116398
913,Cc1cccc(Cl)n1,ruphos-pd-g4,NaOtBu,DMSO,73.4
914,Cc1cccc(Cl)n1,ruphos-pd-g4,NaOtBu,"1,4-Dioxane",106.5
915,Cc1cccc(Cl)n1,ruphos-pd-g4,NaOtBu,t-AmOH,59.2
916,Cc1cccc(Cl)n1,ruphos-pd-g4,NaOtBu,DMA,110
917,Cc1cccc(Cl)n1,ruphos-pd-g4,NaOtBu,Toluene,28.88862061
918,Cc1cccc(Cl)n1,ruphos-pd-g4,NaOtBu,2-Me-THF,26.15793478
919,Cc1cccc(Cl)n1,ruphos-pd-g4,Cs2CO3,DMSO,6.4
920,Cc1cccc(Cl)n1,ruphos-pd-g4,Cs2CO3,"1,4-Dioxane",18.4
921,Cc1cccc(Cl)n1,ruphos-pd-g4,Cs2CO3,t-AmOH,0
922,Cc1cccc(Cl)n1,ruphos-pd-g4,Cs2CO3,DMA,12.7
923,Cc1cccc(Cl)n1,ruphos-pd-g4,Cs2CO3,Toluene,29.0282809
924,Cc1cccc(Cl)n1,ruphos-pd-g4,Cs2CO3,2-Me-THF,26.29759507
925,Cc1cccc(Cl)n1,ruphos-pd-g4,BTMG,DMSO,0
926,Cc1cccc(Cl)n1,ruphos-pd-g4,BTMG,"1,4-Dioxane",82.9
927,Cc1cccc(Cl)n1,ruphos-pd-g4,BTMG,t-AmOH,0
928,Cc1cccc(Cl)n1,ruphos-pd-g4,BTMG,DMA,0
929,Cc1cccc(Cl)n1,ruphos-pd-g4,BTMG,Toluene,24.09823638
930,Cc1cccc(Cl)n1,ruphos-pd-g4,BTMG,2-Me-THF,21.36755055
931,Cc1cccc(Cl)n1,ruphos-pd-g4,K3PO4,DMSO,19.9673394
932,Cc1cccc(Cl)n1,ruphos-pd-g4,K3PO4,"1,4-Dioxane",22.74299591
933,Cc1cccc(Cl)n1,ruphos-pd-g4,K3PO4,t-AmOH,25.40339566
934,Cc1cccc(Cl)n1,ruphos-pd-g4,K3PO4,DMA,23.26714043
935,Cc1cccc(Cl)n1,ruphos-pd-g4,K3PO4,Toluene,24.39182225
936,Cc1cccc(Cl)n1,ruphos-pd-g4,K3PO4,2-Me-THF,21.66113642
937,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,P2Et,DMSO,9.8
938,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,P2Et,"1,4-Dioxane",4.1
939,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,P2Et,t-AmOH,2
940,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,P2Et,DMA,19.7
941,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,P2Et,Toluene,29.86598242
942,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,P2Et,2-Me-THF,27.13529659
943,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,LiOTMS,DMSO,19.96588727
944,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,LiOTMS,"1,4-Dioxane",22.74154378
945,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,LiOTMS,t-AmOH,25.40194353
946,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,LiOTMS,DMA,23.2656883
947,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,LiOTMS,Toluene,24.39037013
948,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,LiOTMS,2-Me-THF,21.6596843
949,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,NaOtBu,DMSO,6.3
950,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,NaOtBu,"1,4-Dioxane",0
951,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,NaOtBu,t-AmOH,91.2
952,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,NaOtBu,DMA,71.6
953,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,NaOtBu,Toluene,30.5366651
954,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,NaOtBu,2-Me-THF,27.80597927
955,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,Cs2CO3,DMSO,0
956,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,Cs2CO3,"1,4-Dioxane",0
957,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,Cs2CO3,t-AmOH,0
958,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,Cs2CO3,DMA,3.4
959,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,Cs2CO3,Toluene,30.67632539
960,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,Cs2CO3,2-Me-THF,27.94563956
961,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,BTMG,DMSO,0
962,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,BTMG,"1,4-Dioxane",75.5
963,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,BTMG,t-AmOH,0.3
964,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,BTMG,DMA,0
965,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,BTMG,Toluene,25.74628087
966,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,BTMG,2-Me-THF,23.01559504
967,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,K3PO4,DMSO,21.61538389
968,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,K3PO4,"1,4-Dioxane",24.3910404
969,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,K3PO4,t-AmOH,27.05144015
970,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,K3PO4,DMA,24.91518492
971,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,K3PO4,Toluene,26.03986675
972,Cc1cccc(Cl)n1,p(tbu)3-pd-g4,K3PO4,2-Me-THF,23.30918092
973,Cc1cccc(Cl)n1,empty,P2Et,DMSO,18.98809084
974,Cc1cccc(Cl)n1,empty,P2Et,"1,4-Dioxane",21.76374735
975,Cc1cccc(Cl)n1,empty,P2Et,t-AmOH,24.4241471
976,Cc1cccc(Cl)n1,empty,P2Et,DMA,22.28789187
977,Cc1cccc(Cl)n1,empty,P2Et,Toluene,23.41257369
978,Cc1cccc(Cl)n1,empty,P2Et,2-Me-THF,20.68188786
979,Cc1cccc(Cl)n1,empty,LiOTMS,DMSO,13.51247854
980,Cc1cccc(Cl)n1,empty,LiOTMS,"1,4-Dioxane",16.28813505
981,Cc1cccc(Cl)n1,empty,LiOTMS,t-AmOH,18.94853481
982,Cc1cccc(Cl)n1,empty,LiOTMS,DMA,16.81227957
983,Cc1cccc(Cl)n1,empty,LiOTMS,Toluene,17.9369614
984,Cc1cccc(Cl)n1,empty,LiOTMS,2-Me-THF,15.20627557
985,Cc1cccc(Cl)n1,empty,NaOtBu,DMSO,19.65877351
986,Cc1cccc(Cl)n1,empty,NaOtBu,"1,4-Dioxane",22.43443003
987,Cc1cccc(Cl)n1,empty,NaOtBu,t-AmOH,25.09482978
988,Cc1cccc(Cl)n1,empty,NaOtBu,DMA,22.95857454
989,Cc1cccc(Cl)n1,empty,NaOtBu,Toluene,24.08325637
990,Cc1cccc(Cl)n1,empty,NaOtBu,2-Me-THF,21.35257054
991,Cc1cccc(Cl)n1,empty,Cs2CO3,DMSO,19.79843381
992,Cc1cccc(Cl)n1,empty,Cs2CO3,"1,4-Dioxane",22.57409032
993,Cc1cccc(Cl)n1,empty,Cs2CO3,t-AmOH,25.23449007
994,Cc1cccc(Cl)n1,empty,Cs2CO3,DMA,23.09823484
995,Cc1cccc(Cl)n1,empty,Cs2CO3,Toluene,24.22291666
996,Cc1cccc(Cl)n1,empty,Cs2CO3,2-Me-THF,21.49223083
997,Cc1cccc(Cl)n1,empty,BTMG,DMSO,14.86838928
998,Cc1cccc(Cl)n1,empty,BTMG,"1,4-Dioxane",17.6440458
999,Cc1cccc(Cl)n1,empty,BTMG,t-AmOH,20.30444555
1000,Cc1cccc(Cl)n1,empty,BTMG,DMA,18.16819032
1001,Cc1cccc(Cl)n1,empty,BTMG,Toluene,19.29287214
1002,Cc1cccc(Cl)n1,empty,BTMG,2-Me-THF,16.56218631
1003,Cc1cccc(Cl)n1,empty,K3PO4,DMSO,15.16197516
1004,Cc1cccc(Cl)n1,empty,K3PO4,"1,4-Dioxane",17.93763167
1005,Cc1cccc(Cl)n1,empty,K3PO4,t-AmOH,20.59803142
1006,Cc1cccc(Cl)n1,empty,K3PO4,DMA,18.46177619
1007,Cc1cccc(Cl)n1,empty,K3PO4,Toluene,19.58645802
1008,Cc1cccc(Cl)n1,empty,K3PO4,2-Me-THF,16.85577219
1009,Cc1cccc(Cl)n1,xphos-pd-g4,P2Et,DMSO,12.4
1010,Cc1cccc(Cl)n1,xphos-pd-g4,P2Et,"1,4-Dioxane",1.8
1011,Cc1cccc(Cl)n1,xphos-pd-g4,P2Et,t-AmOH,13.9
1012,Cc1cccc(Cl)n1,xphos-pd-g4,P2Et,DMA,10.7
1013,Cc1cccc(Cl)n1,xphos-pd-g4,P2Et,Toluene,28.78367808
1014,Cc1cccc(Cl)n1,xphos-pd-g4,P2Et,2-Me-THF,26.05299225
1015,Cc1cccc(Cl)n1,xphos-pd-g4,LiOTMS,DMSO,18.88358293
1016,Cc1cccc(Cl)n1,xphos-pd-g4,LiOTMS,"1,4-Dioxane",21.65923944
1017,Cc1cccc(Cl)n1,xphos-pd-g4,LiOTMS,t-AmOH,24.3196392
1018,Cc1cccc(Cl)n1,xphos-pd-g4,LiOTMS,DMA,22.18338396
1019,Cc1cccc(Cl)n1,xphos-pd-g4,LiOTMS,Toluene,23.30806579
1020,Cc1cccc(Cl)n1,xphos-pd-g4,LiOTMS,2-Me-THF,20.57737996
1021,Cc1cccc(Cl)n1,xphos-pd-g4,NaOtBu,DMSO,100.9
1022,Cc1cccc(Cl)n1,xphos-pd-g4,NaOtBu,"1,4-Dioxane",93.9
1023,Cc1cccc(Cl)n1,xphos-pd-g4,NaOtBu,t-AmOH,0
1024,Cc1cccc(Cl)n1,xphos-pd-g4,NaOtBu,DMA,0
1025,Cc1cccc(Cl)n1,xphos-pd-g4,NaOtBu,Toluene,29.45436076
1026,Cc1cccc(Cl)n1,xphos-pd-g4,NaOtBu,2-Me-THF,26.72367493
1027,Cc1cccc(Cl)n1,xphos-pd-g4,Cs2CO3,DMSO,29.7
1028,Cc1cccc(Cl)n1,xphos-pd-g4,Cs2CO3,"1,4-Dioxane",92.5
1029,Cc1cccc(Cl)n1,xphos-pd-g4,Cs2CO3,t-AmOH,99.3
1030,Cc1cccc(Cl)n1,xphos-pd-g4,Cs2CO3,DMA,30.6
1031,Cc1cccc(Cl)n1,xphos-pd-g4,Cs2CO3,Toluene,29.59402105
1032,Cc1cccc(Cl)n1,xphos-pd-g4,Cs2CO3,2-Me-THF,26.86333522
1033,Cc1cccc(Cl)n1,xphos-pd-g4,BTMG,DMSO,74.1
1034,Cc1cccc(Cl)n1,xphos-pd-g4,BTMG,"1,4-Dioxane",0
1035,Cc1cccc(Cl)n1,xphos-pd-g4,BTMG,t-AmOH,0
1036,Cc1cccc(Cl)n1,xphos-pd-g4,BTMG,DMA,0
1037,Cc1cccc(Cl)n1,xphos-pd-g4,BTMG,Toluene,24.66397653
1038,Cc1cccc(Cl)n1,xphos-pd-g4,BTMG,2-Me-THF,21.9332907
1039,Cc1cccc(Cl)n1,xphos-pd-g4,K3PO4,DMSO,20.53307955
1040,Cc1cccc(Cl)n1,xphos-pd-g4,K3PO4,"1,4-Dioxane",23.30873606
1041,Cc1cccc(Cl)n1,xphos-pd-g4,K3PO4,t-AmOH,25.96913581
1042,Cc1cccc(Cl)n1,xphos-pd-g4,K3PO4,DMA,23.83288058
1043,Cc1cccc(Cl)n1,xphos-pd-g4,K3PO4,Toluene,24.95756241
1044,Cc1cccc(Cl)n1,xphos-pd-g4,K3PO4,2-Me-THF,22.22687658
1045,Cc1cccc(Cl)n1,brettphos-pd-g4,P2Et,DMSO,21.2
1046,Cc1cccc(Cl)n1,brettphos-pd-g4,P2Et,"1,4-Dioxane",6.4
1047,Cc1cccc(Cl)n1,brettphos-pd-g4,P2Et,t-AmOH,50.7
1048,Cc1cccc(Cl)n1,brettphos-pd-g4,P2Et,DMA,10.3
1049,Cc1cccc(Cl)n1,brettphos-pd-g4,P2Et,Toluene,27.03376191
1050,Cc1cccc(Cl)n1,brettphos-pd-g4,P2Et,2-Me-THF,24.30307608
1051,Cc1cccc(Cl)n1,brettphos-pd-g4,LiOTMS,DMSO,17.13366676
1052,Cc1cccc(Cl)n1,brettphos-pd-g4,LiOTMS,"1,4-Dioxane",19.90932327
1053,Cc1cccc(Cl)n1,brettphos-pd-g4,LiOTMS,t-AmOH,22.56972303
1054,Cc1cccc(Cl)n1,brettphos-pd-g4,LiOTMS,DMA,20.43346779
1055,Cc1cccc(Cl)n1,brettphos-pd-g4,LiOTMS,Toluene,21.55814962
1056,Cc1cccc(Cl)n1,brettphos-pd-g4,LiOTMS,2-Me-THF,18.82746379
1057,Cc1cccc(Cl)n1,brettphos-pd-g4,NaOtBu,DMSO,23.4
1058,Cc1cccc(Cl)n1,brettphos-pd-g4,NaOtBu,"1,4-Dioxane",82.3
1059,Cc1cccc(Cl)n1,brettphos-pd-g4,NaOtBu,t-AmOH,0
1060,Cc1cccc(Cl)n1,brettphos-pd-g4,NaOtBu,DMA,71.4
1061,Cc1cccc(Cl)n1,brettphos-pd-g4,NaOtBu,Toluene,27.70444459
1062,Cc1cccc(Cl)n1,brettphos-pd-g4,NaOtBu,2-Me-THF,24.97375876
1063,Cc1cccc(Cl)n1,brettphos-pd-g4,Cs2CO3,DMSO,45.8
1064,Cc1cccc(Cl)n1,brettphos-pd-g4,Cs2CO3,"1,4-Dioxane",52.7
1065,Cc1cccc(Cl)n1,brettphos-pd-g4,Cs2CO3,t-AmOH,83.3
1066,Cc1cccc(Cl)n1,brettphos-pd-g4,Cs2CO3,DMA,22.4
1067,Cc1cccc(Cl)n1,brettphos-pd-g4,Cs2CO3,Toluene,27.84410488
1068,Cc1cccc(Cl)n1,brettphos-pd-g4,Cs2CO3,2-Me-THF,25.11341905
1069,Cc1cccc(Cl)n1,brettphos-pd-g4,BTMG,DMSO,0
1070,Cc1cccc(Cl)n1,brettphos-pd-g4,BTMG,"1,4-Dioxane",0
1071,Cc1cccc(Cl)n1,brettphos-pd-g4,BTMG,t-AmOH,0
1072,Cc1cccc(Cl)n1,brettphos-pd-g4,BTMG,DMA,0
1073,Cc1cccc(Cl)n1,brettphos-pd-g4,BTMG,Toluene,22.91406036
1074,Cc1cccc(Cl)n1,brettphos-pd-g4,BTMG,2-Me-THF,20.18337453
1075,Cc1cccc(Cl)n1,brettphos-pd-g4,K3PO4,DMSO,18.78316338
1076,Cc1cccc(Cl)n1,brettphos-pd-g4,K3PO4,"1,4-Dioxane",21.55881989
1077,Cc1cccc(Cl)n1,brettphos-pd-g4,K3PO4,t-AmOH,24.21921964
1078,Cc1cccc(Cl)n1,brettphos-pd-g4,K3PO4,DMA,22.08296441
1079,Cc1cccc(Cl)n1,brettphos-pd-g4,K3PO4,Toluene,23.20764624
1080,Cc1cccc(Cl)n1,brettphos-pd-g4,K3PO4,2-Me-THF,20.47696041
1081,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,P2Et,DMSO,3.263407486
1082,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,P2Et,"1,4-Dioxane",6.039063997
